Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Date_Parsed,Year,Month,HomeTeam_encoded,AwayTeam_encoded,TotalGoals,GoalDifference,HomeAdvantage,Over2_5,Over1_5,Over3_5,BTTS,FTR_encoded
2012-2013,23/02/13,Reading,Wigan,0,3,A,13-02-23,13,2,27,37,3,-3,0,1,1,0,0,2
2012-2013,23/02/13,West Brom,Sunderland,2,1,H,13-02-23,13,2,35,31,3,1,1,1,1,0,1,0
2012-2013,24/02/13,Man City,Chelsea,2,0,H,13-02-24,13,2,20,11,2,2,1,0,1,0,0,0
2012-2013,24/02/13,Newcastle,Southampton,4,2,H,13-02-24,13,2,23,29,6,2,1,1,1,1,1,0
2012-2013,25/02/13,West Ham,Tottenham,2,3,A,13-02-25,13,2,36,33,5,-1,0,1,1,1,1,2
2012-2013,16/03/13,Aston Villa,QPR,3,2,H,13-03-16,13,3,1,26,5,1,1,1,1,1,1,0
2012-2013,16/03/13,Everton,Man City,2,0,H,13-03-16,13,3,14,20,2,2,1,0,1,0,0,0
2012-2013,16/03/13,Man United,Reading,1,0,H,13-03-16,13,3,21,27,1,1,1,0,0,0,0,0
2012-2013,16/03/13,Southampton,Liverpool,3,1,H,13-03-16,13,3,29,19,4,2,1,1,1,1,1,0
2012-2013,16/03/13,Stoke,West Brom,0,0,D,13-03-16,13,3,30,35,0,0,0,0,0,0,0,1
2012-2013,16/03/13,Swansea,Arsenal,0,2,A,13-03-16,13,3,32,0,2,-2,0,0,1,0,0,2
2012-2013,17/03/13,Chelsea,West Ham,2,0,H,13-03-17,13,3,11,36,2,2,1,0,1,0,0,0
2012-2013,17/03/13,Sunderland,Norwich,1,1,D,13-03-17,13,3,31,24,2,0,0,0,1,0,1,1
2012-2013,17/03/13,Tottenham,Fulham,0,1,A,13-03-17,13,3,33,15,1,-1,0,0,0,0,0,2
2012-2013,17/03/13,Wigan,Newcastle,2,1,H,13-03-17,13,3,37,23,3,1,1,1,1,0,1,0
2012-2013,30/03/13,Arsenal,Reading,4,1,H,13-03-30,13,3,0,27,5,3,1,1,1,1,1,0
2012-2013,30/03/13,Everton,Stoke,1,0,H,13-03-30,13,3,14,30,1,1,1,0,0,0,0,0
2012-2013,30/03/13,Man City,Newcastle,4,0,H,13-03-30,13,3,20,23,4,4,1,1,1,1,0,0
2012-2013,30/03/13,Southampton,Chelsea,2,1,H,13-03-30,13,3,29,11,3,1,1,1,1,0,1,0
2012-2013,30/03/13,Sunderland,Man United,0,1,A,13-03-30,13,3,31,21,1,-1,0,0,0,0,0,2
2012-2013,30/03/13,Swansea,Tottenham,1,2,A,13-03-30,13,3,32,33,3,-1,0,1,1,0,1,2
2012-2013,30/03/13,West Ham,West Brom,3,1,H,13-03-30,13,3,36,35,4,2,1,1,1,1,1,0
2012-2013,30/03/13,Wigan,Norwich,1,0,H,13-03-30,13,3,37,24,1,1,1,0,0,0,0,0
2012-2013,31/03/13,Aston Villa,Liverpool,1,2,A,13-03-31,13,3,1,19,3,-1,0,1,1,0,1,2
2012-2013,13/04/13,Arsenal,Norwich,3,1,H,13-04-13,13,4,0,24,4,2,1,1,1,1,1,0
2012-2013,13/04/13,Aston Villa,Fulham,1,1,D,13-04-13,13,4,1,15,2,0,0,0,1,0,1,1
2012-2013,13/04/13,Everton,QPR,2,0,H,13-04-13,13,4,14,26,2,2,1,0,1,0,0,0
2012-2013,13/04/13,Reading,Liverpool,0,0,D,13-04-13,13,4,27,19,0,0,0,0,0,0,0,1
2012-2013,13/04/13,Southampton,West Ham,1,1,D,13-04-13,13,4,29,36,2,0,0,0,1,0,1,1
2012-2013,14/04/13,Newcastle,Sunderland,0,3,A,13-04-14,13,4,23,31,3,-3,0,1,1,0,0,2
2012-2013,14/04/13,Stoke,Man United,0,2,A,13-04-14,13,4,30,21,2,-2,0,0,1,0,0,2
2012-2013,16/04/13,Arsenal,Everton,0,0,D,13-04-16,13,4,0,14,0,0,0,0,0,0,0,1
2012-2013,17/04/13,Fulham,Chelsea,0,3,A,13-04-17,13,4,15,11,3,-3,0,1,1,0,0,2
2012-2013,17/04/13,Man City,Wigan,1,0,H,13-04-17,13,4,20,37,1,1,1,0,0,0,0,0
2012-2013,17/04/13,West Ham,Man United,2,2,D,13-04-17,13,4,36,21,4,0,0,1,1,1,1,1
2012-2013,20/04/13,Fulham,Arsenal,0,1,A,13-04-20,13,4,15,0,1,-1,0,0,0,0,0,2
2012-2013,20/04/13,Norwich,Reading,2,1,H,13-04-20,13,4,24,27,3,1,1,1,1,0,1,0
2012-2013,20/04/13,QPR,Stoke,0,2,A,13-04-20,13,4,26,30,2,-2,0,0,1,0,0,2
2012-2013,20/04/13,Sunderland,Everton,1,0,H,13-04-20,13,4,31,14,1,1,1,0,0,0,0,0
2012-2013,20/04/13,Swansea,Southampton,0,0,D,13-04-20,13,4,32,29,0,0,0,0,0,0,0,1
2012-2013,20/04/13,West Brom,Newcastle,1,1,D,13-04-20,13,4,35,23,2,0,0,0,1,0,1,1
2012-2013,20/04/13,West Ham,Wigan,2,0,H,13-04-20,13,4,36,37,2,2,1,0,1,0,0,0
2012-2013,21/04/13,Liverpool,Chelsea,2,2,D,13-04-21,13,4,19,11,4,0,0,1,1,1,1,1
2012-2013,21/04/13,Tottenham,Man City,3,1,H,13-04-21,13,4,33,20,4,2,1,1,1,1,1,0
2012-2013,22/04/13,Man United,Aston Villa,3,0,H,13-04-22,13,4,21,1,3,3,1,1,1,0,0,0
2012-2013,27/04/13,Everton,Fulham,1,0,H,13-04-27,13,4,14,15,1,1,1,0,0,0,0,0
2012-2013,27/04/13,Man City,West Ham,2,1,H,13-04-27,13,4,20,36,3,1,1,1,1,0,1,0
2012-2013,27/04/13,Newcastle,Liverpool,0,6,A,13-04-27,13,4,23,19,6,-6,0,1,1,1,0,2
2012-2013,27/04/13,Southampton,West Brom,0,3,A,13-04-27,13,4,29,35,3,-3,0,1,1,0,0,2
2012-2013,27/04/13,Stoke,Norwich,1,0,H,13-04-27,13,4,30,24,1,1,1,0,0,0,0,0
2012-2013,27/04/13,Wigan,Tottenham,2,2,D,13-04-27,13,4,37,33,4,0,0,1,1,1,1,1
2012-2013,28/04/13,Arsenal,Man United,1,1,D,13-04-28,13,4,0,21,2,0,0,0,1,0,1,1
2012-2013,28/04/13,Chelsea,Swansea,2,0,H,13-04-28,13,4,11,32,2,2,1,0,1,0,0,0
2012-2013,28/04/13,Reading,QPR,0,0,D,13-04-28,13,4,27,26,0,0,0,0,0,0,0,1
2012-2013,29/04/13,Aston Villa,Sunderland,6,1,H,13-04-29,13,4,1,31,7,5,1,1,1,1,1,0
2012-2013,14/05/13,Arsenal,Wigan,4,1,H,13-05-14,13,5,0,37,5,3,1,1,1,1,1,0
2012-2013,14/05/13,Reading,Man City,0,2,A,13-05-14,13,5,27,20,2,-2,0,0,1,0,0,2
2012-2013,19/05/13,Chelsea,Everton,2,1,H,13-05-19,13,5,11,14,3,1,1,1,1,0,1,0
2012-2013,19/05/13,Liverpool,QPR,1,0,H,13-05-19,13,5,19,26,1,1,1,0,0,0,0,0
2012-2013,19/05/13,Man City,Norwich,2,3,A,13-05-19,13,5,20,24,5,-1,0,1,1,1,1,2
2012-2013,19/05/13,Newcastle,Arsenal,0,1,A,13-05-19,13,5,23,0,1,-1,0,0,0,0,0,2
2012-2013,19/05/13,Southampton,Stoke,1,1,D,13-05-19,13,5,29,30,2,0,0,0,1,0,1,1
2012-2013,19/05/13,Swansea,Fulham,0,3,A,13-05-19,13,5,32,15,3,-3,0,1,1,0,0,2
2012-2013,19/05/13,Tottenham,Sunderland,1,0,H,13-05-19,13,5,33,31,1,1,1,0,0,0,0,0
2012-2013,19/05/13,West Brom,Man United,5,5,D,13-05-19,13,5,35,21,10,0,0,1,1,1,1,1
2012-2013,19/05/13,West Ham,Reading,4,2,H,13-05-19,13,5,36,27,6,2,1,1,1,1,1,0
2012-2013,19/05/13,Wigan,Aston Villa,2,2,D,13-05-19,13,5,37,1,4,0,0,1,1,1,1,1
2013-2014,17/08/13,Arsenal,Aston Villa,1,3,A,13-08-17,13,8,0,1,4,-2,0,1,1,1,1,2
2013-2014,17/08/13,Liverpool,Stoke,1,0,H,13-08-17,13,8,19,30,1,1,1,0,0,0,0,0
2013-2014,17/08/13,Norwich,Everton,2,2,D,13-08-17,13,8,24,14,4,0,0,1,1,1,1,1
2013-2014,17/08/13,Sunderland,Fulham,0,1,A,13-08-17,13,8,31,15,1,-1,0,0,0,0,0,2
2013-2014,17/08/13,Swansea,Man United,1,4,A,13-08-17,13,8,32,21,5,-3,0,1,1,1,1,2
2013-2014,17/08/13,West Brom,Southampton,0,1,A,13-08-17,13,8,35,29,1,-1,0,0,0,0,0,2
2013-2014,17/08/13,West Ham,Cardiff,2,0,H,13-08-17,13,8,36,9,2,2,1,0,1,0,0,0
2013-2014,18/08/13,Chelsea,Hull,2,0,H,13-08-18,13,8,11,17,2,2,1,0,1,0,0,0
2013-2014,18/08/13,Crystal Palace,Tottenham,0,1,A,13-08-18,13,8,12,33,1,-1,0,0,0,0,0,2
2013-2014,19/08/13,Man City,Newcastle,4,0,H,13-08-19,13,8,20,23,4,4,1,1,1,1,0,0
2013-2014,21/08/13,Chelsea,Aston Villa,2,1,H,13-08-21,13,8,11,1,3,1,1,1,1,0,1,0
2013-2014,24/08/13,Aston Villa,Liverpool,0,1,A,13-08-24,13,8,1,19,1,-1,0,0,0,0,0,2
2013-2014,24/08/13,Everton,West Brom,0,0,D,13-08-24,13,8,14,35,0,0,0,0,0,0,0,1
